test_index,y_true,y_pred_base,pred_mean,pred_std,pred_median,p16,p84,p5,p95,analysis_interval_68,analysis_interval_90,analysis_2mad,abs_error_base
14,0.0,0.1613571192170993,0.2552254522662117,0.17826618876674205,0.2263241718440083,0.08280036167581568,0.40655403607444907,0.0375928186219208,0.5460452105383515,0.3237536743986334,0.5084523919164308,0.23045051013079737,0.1613571192170993
15,0.0,1.345762455482095,1.251510922186507,0.5733711283038829,1.2157726085568346,0.6930387692729726,1.6832657044660118,0.4684487239550013,2.334975696414183,0.9902269351930392,1.8665269724591815,0.734028144425233,1.345762455482095
16,0.0,0.09849434961050318,0.14602528277698248,0.16390349237094873,0.09959254292971047,0.005532121493792319,0.2834936599553307,0.002661016277169861,0.4684943496105032,0.27796153846153837,0.4658333333333333,0.185,0.09849434961050318
17,0.0,1.6304405659637482,1.64447409000615,0.6794184223912991,1.5806576124405098,0.9847979662960338,2.3417135123970896,0.5449860597515264,2.872271873140618,1.3569155461010558,2.327285813389092,0.6673379652361318,1.6304405659637482
18,0.0,2.1784098544737933,2.2165485340291817,0.32834836891319763,2.2107954363484303,1.8994438081257985,2.529692280999123,1.68776191848836,2.7578437333279795,0.6302484728733244,1.0700818148396194,0.4463269360450983,2.1784098544737933
19,1.0,3.43807878664275,3.4556813170854332,0.19622614669830296,3.430650660638353,3.2673555121432343,3.640027531769603,3.178093774904056,3.8062641689656855,0.37267201962636864,0.6281703940616294,0.23605466294917488,2.43807878664275
20,1.0,1.545901408205112,1.6423346520726156,0.1432950973314044,1.6223014101288649,1.5161493242519182,1.7803962521886714,1.441090262822362,1.9004014329635686,0.2642469279367532,0.4593111701412065,0.16985950367660174,0.5459014082051119
21,0.8,8.825124954094775,8.658353823064097,0.7250027364094445,8.696788662219213,7.973244516255758,9.379726179225262,7.35897081867837,9.751836441996078,1.4064816629695036,2.392865623317708,0.9406360779855802,8.025124954094775
22,1.0,1.9675176341614846,2.101120160504655,0.18767847978657026,2.076688441324017,1.9186603251035383,2.2792745360991895,1.8475246089156536,2.407830436781979,0.36061421099565116,0.5603058278663255,0.23185964921415114,0.9675176341614846
23,1.1,1.8830534647271944,1.9093897354183258,0.07742845660278345,1.8960809498278843,1.8468787188837905,1.9574143172971683,1.8116514308641918,2.0546098371389094,0.11053559841337779,0.24295840627471765,0.07260899949481803,0.7830534647271943
24,0.7,3.5462261953835257,3.560988783540595,0.3070316868655044,3.558382635577714,3.2676138239510135,3.8517014073114146,3.0646183417895227,4.077900009613757,0.5840875833604011,1.0132816678242347,0.39432573611147514,2.846226195383526
25,1.0,2.0263522802600353,2.0073389394485006,0.09825675701765488,1.9994950187630105,1.9121388244548,2.0999162415247468,1.8610053986240276,2.174399296134023,0.18777741706994666,0.31339389750999525,0.12434581192266903,1.0263522802600353
26,1.0,1.7860004516907793,1.868894282106219,0.10124760731802629,1.8560757675427806,1.7780518114943402,1.9631070128363677,1.7239397399717378,2.048035324169457,0.18505520134202746,0.32409558419771933,0.12059916983601471,0.7860004516907793
27,1.0,3.8756346228745726,3.8212181948490294,0.28120338634269093,3.820018097063743,3.5474503353815603,4.103417634107636,3.3292018996063755,4.269558250249099,0.5559672987260758,0.9403563506427233,0.36111236730794527,2.8756346228745726
28,1.038,2.2790445164675397,2.478285545156977,0.1836567039945588,2.4221629802445444,2.3336422018979857,2.633199026412366,2.2893244765146696,2.8694329881662113,0.29955682451438026,0.5801085116515416,0.16381604063835065,1.2410445164675397
29,0.6,2.3311542053728114,2.452193987730762,0.17799150744022335,2.4427886309222475,2.271032582677343,2.6312783465956455,2.198409852379282,2.7616209357004533,0.3602457639183023,0.5632110833211712,0.2364909713892942,1.7311542053728113
30,1.0,1.9023542974121168,2.006945609457638,0.1282888861531355,1.9814336036569125,1.9018766981596986,2.100402048623715,1.8642148121516977,2.2198920478033553,0.19852535046401654,0.35567723565165754,0.12800063987365973,0.9023542974121168
31,1.05,2.2084951741641494,2.300543964907127,0.20539533689491393,2.2801848945250986,2.1225839579573753,2.467229895524375,2.024792489350728,2.6430632267742866,0.3446459375669999,0.6182707374235585,0.227699495637689,1.1584951741641494
32,1.0,1.8881481278615309,2.0819205937207235,0.18329940939009035,2.0324243403705946,1.9337585904402834,2.226531172965167,1.8763376740764481,2.438798242171007,0.2927725825248837,0.5624605680945589,0.1779962218433213,0.8881481278615309
33,1.03,1.4314777699893557,1.5063371773787253,0.2596679507172417,1.490064129553149,1.234521495984988,1.7857224763393156,1.1074612602332519,1.9310404642304033,0.5512009803543276,0.8235792039971515,0.37142723140403855,0.4014777699893557
34,1.5,3.933332443393507,3.9435969987418718,0.1698982388427982,3.939583613900984,3.773303592527507,4.1081853719015236,3.664602776255938,4.223396197524588,0.33488177937401664,0.5587934212686498,0.24034219032450377,2.433332443393507
35,1.5,2.965488814159371,3.051162073582692,0.3033462458788444,3.0006420069420554,2.798949292574733,3.2948443364239606,2.663549654084171,3.6491693917190875,0.4958950438492278,0.9856197376349165,0.30598469823762997,1.4654888141593712
36,1.5,2.534498251014227,2.612266001058591,0.1626022048922983,2.5927751479572785,2.456426305050555,2.774754076266834,2.382292952809063,2.884591333744276,0.31832777121627887,0.5022983809352133,0.20816549344232627,1.0344982510142269
37,1.495,1.9609944109402568,1.914906976173103,0.18785436027135535,1.9047538091519847,1.7346056176855407,2.0989411804385085,1.6344551515534218,2.262968468277408,0.36433556275296786,0.628513316723986,0.24672325129545358,0.46599441094025673
38,1.525,3.901295322059197,3.817160551375793,0.35598287640908255,3.8218426358064623,3.466347098955382,4.162474005181583,3.2277663174097126,4.372562795000105,0.6961269062262008,1.1447964775903925,0.4804593907367267,2.376295322059197
39,1.515,4.6410216135532485,4.767687835291296,0.31382734383316524,4.738006430199476,4.450772417228243,5.104517906825077,4.280801336539007,5.30275692601306,0.653745489596834,1.0219555894740529,0.41917955163989884,3.126021613553249
40,1.485,2.2734135390142125,2.2775686959362766,0.10867654128504299,2.2753841442425795,2.172808884335216,2.3846218607018685,2.0982816508963844,2.4527031582356695,0.21181297636665253,0.3544215073392851,0.14795827004868567,0.7884135390142124
41,1.5,1.8564709537848436,1.8951765286720061,0.07877671959642109,1.8868039889210766,1.8234482899108269,1.966975913671079,1.7873723577862395,2.034622563436266,0.14352762376025208,0.2472502056500263,0.09104590509676092,0.3564709537848436
42,1.5,1.940402776253047,1.992957445592829,0.0996126744980055,1.9817856218641374,1.8979572460122536,2.0812945372900886,1.8582259740707323,2.1843703715027507,0.18333729127783505,0.3261443974320184,0.12512482471873576,0.4404027762530469
43,1.2,1.8870011482666638,1.9080806339377117,0.06804390510858185,1.9044754132937736,1.8507125368102548,1.9661901113214029,1.8127367065131497,2.0170969380637986,0.11547757451114804,0.20436023155064897,0.07442293595097271,0.6870011482666638
44,2.0,4.891907440995814,5.012068395279643,0.2554626213050919,5.008757966803109,4.765205782061116,5.2625959895012775,4.6169851837911375,5.437618009539118,0.49739020744016127,0.82063282574798,0.3346861079054353,2.891907440995814
45,2.0,5.305756305199781,5.52905313760735,0.3094982961590328,5.4862570302509726,5.237124357288867,5.809296187199943,5.115271470353393,6.102695875449928,0.5721718299110767,0.9874244050965357,0.3780006938088807,3.3057563051997807
46,2.0,2.0261201141306837,2.124301957847096,0.15554077188123153,2.0854827658411965,2.0266231206027454,2.1820531894323585,2.018890555469339,2.4321189441000928,0.15543006882961308,0.41322838863075395,0.106988811294634,0.026120114130683714
47,2.0,2.338570990155593,2.3762865129961344,0.08643162235885442,2.3719919740482958,2.2941045020112956,2.4518730102551634,2.2403323328663673,2.523206564521972,0.1577685082438678,0.28287423165560455,0.10829776557843918,0.3385709901555929
48,2.0,2.1591001580842164,2.191663164126086,0.0783536014564411,2.1764157576216188,2.1297683455419505,2.246872043109191,2.103590983826907,2.322557466059295,0.1171036975672406,0.2189664822323878,0.07109950200457549,0.1591001580842164
49,2.0,2.225605511498769,2.2495186991099043,0.0711079565934948,2.248495641065861,2.1744899347088227,2.3113749629168683,2.14651084658648,2.373079843308309,0.1368850282080456,0.22656899672182895,0.09137347201466728,0.22560551149876895
50,2.0,2.6896004455069416,2.723821396975982,0.11934101461716054,2.726915874946216,2.6091986969306404,2.837581070756182,2.519263260898921,2.913067956539501,0.2283823738255415,0.3938046956405796,0.14964966869540097,0.6896004455069416
51,2.01,2.8004390252552263,2.7945400457221554,0.2388504018659854,2.774808751060147,2.5609675481406824,3.0284883895939227,2.4443126178574457,3.230480906440385,0.46752084145324035,0.7861682885829393,0.3159748856974649,0.7904390252552265
52,2.0,4.515855183552547,4.3842083254751305,0.2818800998059619,4.383122729591438,4.101155082645203,4.663967096974247,3.9255710920853595,4.828768042524672,0.5628120143290438,0.9031969504393125,0.37697313222497186,2.5158551835525467
53,2.0,1.9038847560478436,1.9603671891116328,0.08898851747542093,1.9409277043364206,1.8804102699997682,2.0492463790649365,1.8480311612527727,2.1366518517771755,0.16883610906516822,0.28862069052440287,0.09919172240933949,0.09611524395215643
54,2.07,3.225472427958425,3.318530649005229,0.24818861669037373,3.2832864047067174,3.083562099964362,3.559498377939143,2.9732429538274054,3.7763541405548327,0.47593627797478133,0.8031111867274272,0.3098659770913974,1.1554724279584252
55,2.0,2.4759509238086386,2.4350803444987066,0.08035635036659527,2.4304866249336534,2.3586777207083838,2.506845699478597,2.3196692126109455,2.5631928792488776,0.14816797877021326,0.24352366663793212,0.09579521806710112,0.47595092380863857
56,2.0,3.4193357017845885,3.5980698808246285,0.45878313454616076,3.546886559471584,3.1716573378811463,4.027174149127663,2.973967758473521,4.419839471594053,0.8555168112465164,1.4458717131205323,0.5939803432667752,1.4193357017845885
57,2.0,2.0723326674794005,2.1630405593070745,0.20439999971651,2.1809420360746286,1.97028876311985,2.355871143500882,1.8033407837658555,2.471764764098423,0.3855823803810319,0.6684239803325676,0.27036066024026484,0.07233266747940048
58,2.02,2.78202468413621,2.965725904315707,0.19118584514070938,2.9272974172345423,2.787063888335616,3.1485949594196843,2.721351028801818,3.327767483855918,0.36153107108406823,0.6064164550541,0.24040711466672482,0.7620246841362102
59,2.0,1.0202650414142014,1.0354808382827607,0.22652987114069223,1.0216236965995096,0.815921181772182,1.242056164252318,0.6882052533275382,1.4332833205194706,0.42613498248013604,0.7450780671919324,0.28683657141753494,0.9797349585857986
60,2.0,4.4610783185053755,4.848333792854636,0.8590974109064461,4.752448890902171,4.009209788278781,5.769793456273364,3.566118203177817,6.413624206913113,1.7605836679945828,2.8475060037352957,1.2013091670863414,2.4610783185053755
61,2.03,2.3802940219293647,2.6428070834938326,0.2377397734395077,2.6035840315912475,2.4205275991265833,2.869577756418816,2.331310560037707,3.082165518474493,0.44905015729223274,0.7508549584367858,0.2912571801873609,0.3502940219293649
62,2.0,2.4256469025904743,2.575253804207699,0.4902696594148763,2.4637417732130453,2.1415233165174046,3.0524137182807793,1.9738893808125682,3.4478084067733583,0.9108904017633748,1.4739190259607902,0.5002113551047391,0.42564690259047433
63,2.5,2.367872587804597,2.472300012243909,0.6347936202720561,2.5070561919274583,1.7856480774806378,3.0637508510008176,1.3888445294932688,3.4983152069809,1.2781027735201798,2.1094706774876313,0.835469842983962,0.1321274121954028
64,3.0,3.9404959889300177,4.04453407211964,0.43890101577589274,3.9666437128906136,3.6408431681230877,4.44619286167453,3.4700705793461024,4.854172353028184,0.8053496935514421,1.3841017736820813,0.5165120044030211,0.9404959889300177
65,3.0,2.434896868427222,2.600022569037637,0.22175460280284376,2.54672943349984,2.406248145760281,2.7906252890544647,2.3593779764783225,3.0667755367139313,0.3843771432941838,0.7073975602356088,0.2370843736767272,0.5651031315727781
66,3.0,3.457379077815203,3.528086354731305,0.3533840607778753,3.5193137613515644,3.157205548693223,3.887854673496801,2.9685793436529098,4.1203935913373,0.7306491248035778,1.1518142476843902,0.5098227556163466,0.45737907781520315
67,3.0,3.3534847829741925,3.382028599732368,0.18939187659800294,3.3648310974127265,3.204165531824138,3.57513403710256,3.090458064776414,3.7083702194059396,0.37096850527842173,0.6179121546295256,0.2503403932543842,0.3534847829741925
68,3.0,4.499315545795823,4.560485563766575,0.18422090377931707,4.566931013358493,4.370794380569331,4.742106884578259,4.242074804315336,4.845869328175214,0.37131250400892846,0.6037945238598779,0.2693134893261364,1.499315545795823
69,3.1,2.462637571238805,2.5210233238721305,0.34470944577422513,2.4767369684855987,2.223231866139937,2.7897970052320846,2.064291658909524,3.101978569604901,0.5665651390921478,1.0376869106953768,0.3647481900469933,0.637362428761195
70,2.8,1.9382181279206627,1.9828530653191418,0.3279377905449917,1.9600500999725927,1.6524899108090902,2.320407744307913,1.4624015391490626,2.530006986849318,0.6679178334988227,1.0676054477002554,0.4377118276163743,0.8617818720793371
71,3.0,1.9579516471642728,2.14210634975003,0.3277582418737085,2.139286521375866,1.8198007143824073,2.467576286855371,1.5984304489363843,2.681251931555472,0.6477755724729635,1.0828214826190876,0.4160822035051239,1.0420483528357272
72,3.0,1.0465216411816047,1.1333819168372188,0.3182833649218125,1.0980425149051503,0.8238669389784777,1.448584302079606,0.6509918432858337,1.724422201779775,0.6247173631011284,1.0734303584939413,0.40533295124481283,1.9534783588183953
73,4.0,4.398077680412262,4.453895704278283,0.5230895920564756,4.47518289533558,3.9031799822944375,4.987394723879464,3.6189922784478945,5.262839010335516,1.0842147415850265,1.6438467318876215,0.7844671803558549,0.3980776804122623
74,4.0,8.060438894073123,7.866707372898943,0.6710760759763924,7.9247723696915715,7.135852081091925,8.553420927604073,6.790491268284248,8.938054890033712,1.4175688465121477,2.1475636217494634,1.0025252584064575,4.060438894073123
75,4.0,2.944450271592138,3.066550338742699,0.20293885664359834,3.0498509869333743,2.8620610698731443,3.2546424032897177,2.7688101029610768,3.4301990423744826,0.3925813334165733,0.6613889394134058,0.275627462179985,1.055549728407862
76,3.995,6.548475442427652,6.58040196557139,0.3860201264869022,6.612360673799266,6.199921707190723,6.949665704872331,5.892496447429351,7.158262348531436,0.749743997681608,1.2657659011020854,0.4781047890106018,2.5534754424276516
77,3.9,4.868362572977574,4.942426525662516,0.49383624018476086,4.924302930833661,4.441563422609012,5.426975510933983,4.11594983043054,5.760311376872012,0.9854120883249706,1.6443615464414716,0.6333385503120033,0.9683625729775742
78,4.0,2.923979479490598,2.9648370271221807,0.15608938891952548,2.9580160404608007,2.809098797603551,3.110714223474611,2.7180255887577993,3.2282908407748314,0.30161542587106016,0.5102652520170321,0.1987493575087389,1.076020520509402
79,3.9,5.228696185643297,5.506552388134605,0.5862982787969406,5.450226284870874,4.950604224849318,6.066702428869449,4.6202673086720525,6.502673247859697,1.1160982040201306,1.8824059391876444,0.7496182753320433,1.3286961856432975
80,4.1,3.4129746348939887,3.5087311371894563,0.3348374939630575,3.4556610022752077,3.1941186423707304,3.8431797392183285,3.0678790195548133,4.150744972318976,0.649061096847598,1.0828659527641626,0.4227800983167409,0.687025365106011
81,4.0,2.938392497064562,3.1043858816258796,0.21285116142453014,3.0823147876418755,2.903502689501249,3.299568811836721,2.808183550535341,3.481891889748854,0.3960661223354718,0.6737083392135133,0.26184769657933193,1.0616075029354382
82,4.01,3.723858076014516,3.654211911307205,0.4022237752903976,3.632583906669291,3.2485977442874914,4.058295245641577,3.033520220637753,4.349947793892537,0.8096975013540852,1.3164275732547837,0.5210943454766945,0.2861419239854839
83,3.97,4.502682961084532,4.587864541539934,0.47518377448054644,4.557608841685338,4.119586221915879,5.045398382328939,3.8177538473765495,5.421622459649915,0.9258121604130594,1.6038686122733652,0.6020161626331726,0.5326829610845318
84,4.01,6.19679358382375,6.285190761926277,0.556500984476366,6.343346134687312,5.706261138062757,6.833059901879769,5.303127893121635,7.152415663611994,1.1267987638170114,1.849287770490359,0.7423650012293219,2.18679358382375
85,4.02,6.040921939238347,6.20579069741727,0.49900790999467076,6.211012918890107,5.695520380366417,6.703179539469092,5.3797456401963775,6.9976487152414055,1.0076591591026753,1.617903075045028,0.6784652460270149,2.020921939238347
86,5.0,7.699425932673359,7.850967305312507,0.7774102081506248,7.780064658046295,7.105879787075169,8.681070660079818,6.651818718626168,9.160484174012069,1.575190873004649,2.508665455385901,1.0235542769832309,2.6994259326733587
87,5.0,6.058612002109095,5.935954823253419,0.317173520916174,5.966203546688474,5.606651210512343,6.248286158079611,5.395429634139306,6.451089484372127,0.641634947567268,1.0556598502328205,0.4291869463059639,1.0586120021090952
88,5.0,2.856657437725649,3.0029616055076893,0.25608224862067347,2.9671055493136844,2.7510448806876977,3.2466567477877555,2.650521791410487,3.474135871791658,0.4956118671000578,0.8236140803811711,0.3297019931439671,2.143342562274351
89,4.9,4.594409641811759,4.5417038211599525,0.2813307899536163,4.542381261512778,4.271248891899286,4.819572012247269,4.064572263052628,4.993266544935049,0.548323120347983,0.9286942818824215,0.37132152710669875,0.3055903581882413
90,4.953,2.9431493880807182,2.852241568126779,0.15647909337885116,2.8557472857727477,2.693258855359336,3.010275360181077,2.583413910514486,3.0886651917419483,0.31701650482174104,0.5052512812274621,0.21092335877577018,2.009850611919282
91,4.85,3.8646451847193477,3.745933118021121,0.3485527808432559,3.7357366651813724,3.397390907417546,4.087282335669514,3.2190156497787576,4.343143402513848,0.6898914282519675,1.12412775273509,0.4717756213656461,0.9853548152806519
92,5.0,2.7572685551500964,2.833522643867088,0.2220244046135797,2.8253563305908473,2.6218481035033605,3.0469074888177654,2.4823569077880814,3.2004805987548277,0.4250593853144049,0.7181236909667463,0.2992841842517264,2.2427314448499036
93,4.8,3.2129134865732207,3.1064701960195915,0.43066731833105265,3.110416235997935,2.6854284644258914,3.5428249119125614,2.393512551261507,3.7872833632890694,0.85739644748667,1.3937708120275625,0.6121134759746845,1.587086513426779
94,5.0,5.246999888116752,5.309087664982596,0.6558709498207462,5.3135725492933314,4.611411818329515,5.9789549349642215,4.260087092629024,6.388848811928243,1.3675431166347067,2.128761719299219,0.9517128796003895,0.24699988811675233
95,5.0,4.444287287594192,4.544959231835449,0.5078675007616145,4.517684893165299,4.038770312365633,5.04759916894716,3.733458780107885,5.376964477054386,1.0088288565815269,1.6435056969465012,0.697795383855909,0.5557127124058079
96,5.01,4.4008817118628425,4.4973097623677,0.4880745555450181,4.504523830247678,3.97203547915109,4.9994233886336215,3.7173922423088595,5.264402138249183,1.0273879094825316,1.5470098959403238,0.6947403455910042,0.6091182881371573
97,5.0,5.307268550812862,5.618197512579327,0.6086212260983478,5.6543200454376255,5.011145629993957,6.1803023429761055,4.6022407862505,6.576950887634119,1.169156712982148,1.9747101013836188,0.776322139670798,0.30726855081286164
98,5.0,3.6692421627125476,3.4065193502487756,0.3849480365229805,3.493115089427861,2.992845477351253,3.772997782798774,2.658741259766886,3.8992009721848473,0.7801523054475208,1.2404597124179615,0.4617804228014255,1.3307578372874524
99,5.0,5.183121763010461,5.083699349332152,0.5727877173369049,5.110387779342178,4.52368405553126,5.6470272750502595,4.0965211714734115,5.9842900169027455,1.1233432195189996,1.887768845429334,0.7682983787383018,0.1831217630104609
100,6.0,2.8640048645535554,3.019011197107579,0.31649944085157083,2.9726993905163583,2.7135094606056875,3.3569413566009,2.585169876167805,3.607006839709764,0.6434318959952123,1.021836963541959,0.41771846943225244,3.1359951354464446
101,6.0,2.8107112877000486,2.8268506905001307,0.21364759646042075,2.8052987717468474,2.628653336947591,3.0455538502695236,2.520840785493181,3.2178213393305652,0.41690051332193256,0.6969805538373843,0.273478483406453,3.1892887122999514
102,6.0,2.656729062155471,2.5499845749225676,0.30951820180052875,2.54766473113464,2.2809432502086175,2.833353093789719,2.0476247880143625,3.04398947130166,0.5524098435811013,0.9963646832872977,0.38915013975622914,3.343270937844529
103,7.0,2.711049719902466,2.850661119269884,0.3623735612914914,2.831312374349336,2.4775469388627247,3.230811434707894,2.3045801653864064,3.488502846945728,0.7532644958451691,1.1839226815593218,0.5170556708133227,4.288950280097534
104,7.0,3.8546164085288255,3.7940854144546576,0.2317925641152477,3.794015126800543,3.567011017581176,4.019347150579574,3.3936678647069747,4.156285509510756,0.45233613299839837,0.7626176448037811,0.3008127601482933,3.1453835914711745
105,7.01,5.543708793036169,5.533137719107049,0.5823221752984494,5.538125424756496,4.9323066040109245,6.130710014580895,4.577507637292536,6.460243898077889,1.1984034105699708,1.8827362607853528,0.8263525867535035,1.466291206963831
106,6.8,6.313691331905395,6.300538326228903,0.38057868252477883,6.31797322308617,5.9197095882918225,6.684394649427035,5.6497475650502205,6.9011417596631786,0.7646850611352125,1.251394194612958,0.5266038149467764,0.4863086680946047
107,7.0,5.251567292912863,5.207163697744767,0.46713967046363897,5.181517759613216,4.733261889752439,5.689327851228206,4.49008312078639,6.017066811775293,0.9560659614757672,1.526983690988903,0.6520182276983153,1.7484327070871366
108,7.0,11.024870592323675,10.985439944278772,0.6310867754370644,11.010510743458124,10.370878751569675,11.55935788018163,9.932274708470965,12.021593152351826,1.188479128611954,2.0893184438808614,0.7893420146261683,4.0248705923236745
109,7.0,3.9901193579896836,4.177505825039216,0.392052872161652,4.133530611263206,3.802654035494629,4.5355422248661315,3.6245077996940345,4.891390296011427,0.7328881893715025,1.2668824963173928,0.502149309688706,3.0098806420103164
110,7.0,3.530120895335795,3.270989898604983,0.32292127117242725,3.263126483855686,2.9587604956974936,3.6043745289262765,2.7549798013445423,3.8059530288711847,0.645614033228783,1.0509732275266424,0.43855649446825273,3.469879104664205
111,7.03,6.343453208547807,6.5476188061054135,0.5156838731787462,6.530380908994495,6.04676223423552,7.029240590227788,5.7257372618551905,7.46206135358547,0.9824783559922681,1.7363240917302791,0.6693013634076852,0.6865467914521934
112,7.0,8.44008504796101,8.298391788494941,0.761363752906506,8.358733171253737,7.498517356159501,9.076579343613279,6.954228178275312,9.380452911933984,1.5780619874537782,2.426224733658672,1.088973908397251,1.4400850479610092
113,7.0,6.134870286641562,5.926561489833576,0.6252742756800597,5.959452272020043,5.313982106163484,6.559303944234198,4.8125577302384945,6.890723908526354,1.2453218380707138,2.0781661782878595,0.8306369121375505,0.8651297133584377
114,6.8,4.339824446592578,4.524711030064456,0.5061398720540445,4.515230626906385,4.022897288266961,5.026804399163673,3.7181219324957344,5.387368628129659,1.0039071108967121,1.6692466956339245,0.6940228833110735,2.4601755534074217
115,7.0,7.80307752467562,7.856281093947937,0.33747218674061796,7.860906344430502,7.540313603421437,8.177698059643514,7.291439209894792,8.361738662421313,0.6373844562220778,1.0702994525265215,0.45408522040080435,0.8030775246756203
116,7.0,9.955556829318404,10.073829438507362,0.5434110719424186,10.10176572098421,9.526343420419456,10.593296562994356,9.132744308051722,10.917898421720192,1.0669531425748993,1.7851541136684705,0.6745457200386227,2.955556829318404
117,7.0,4.652606548563905,4.6065205761072505,0.47158072940219353,4.609579640329356,4.128960781074437,5.090175226233028,3.832201639342751,5.384970538882822,0.9612144451585909,1.5527688995400708,0.6293127505997846,2.347393451436095
118,7.0,5.7732510059479845,5.762573415190231,0.8084844718230757,5.809595200241347,4.897959039301347,6.566001632193325,4.385528173058775,7.082308536749388,1.668042592891978,2.696780363690613,1.1956813189289388,1.2267489940520155
119,7.0,9.190687260114396,9.208116652875654,0.44547692507039854,9.23824477727157,8.772505484753363,9.648013388957963,8.368283613766401,9.87648392186304,0.8755079042045999,1.5082003080966384,0.6061513804280381,2.1906872601143963
120,7.5,12.74182336659893,12.843330922606507,0.6153274439361519,12.85005035923259,12.281906136043318,13.408014754921545,11.868358299772444,13.895176749001399,1.1261086188782272,2.026818449228955,0.757150668823467,5.241823366598929
121,7.5,10.465108295741338,10.746449104846771,0.2981049037239315,10.719131221181865,10.455192398287126,11.033085894473045,10.331775074416568,11.26397840751927,0.5778934961859186,0.9322033331027022,0.4093363159946435,2.965108295741338
122,8.3,10.912104285310452,10.841711341518163,0.6950055906690604,10.824138316430307,10.238720544691699,11.446545943725948,9.747397750355548,12.149537662464757,1.207825399034249,2.4021399121092095,0.7786391180095507,2.6121042853104512
123,8.0,4.690065705780302,4.586713565573924,0.17462630066488843,4.599171808641097,4.4180652569362175,4.759885532140996,4.280000745215505,4.841407336778371,0.3418202752047783,0.5614065915628661,0.2358674964237526,3.3099342942196976
124,8.0,3.837957345224729,3.917122322391628,0.1634253047765943,3.9088479978014945,3.7593249644872047,4.087586090684588,3.6645191520872755,4.204943330128488,0.3282611261973831,0.5404241780412127,0.21914861265965735,4.162042654775271
125,8.0,3.1251660090933204,3.21500576593868,0.2790368778207039,3.1888531064214236,2.939361636543216,3.5095688592895042,2.82194231299614,3.7275551255867514,0.5702072227462884,0.9056128125906113,0.37990606790384396,4.87483399090668
